Unnamed: 0,Player Name,Team,Conference,Position,Height,Year,GP,GS,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,SPG,DRBPG,ORBPG,BPG,TOPG,eFG,three_share,AST_TOV,FTR,TS_pct,usg,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40,PC1,PC2,PC3,PC4
0,"Perry, Deon",Barry,Sunshine,G,68,Sr.,30,30,860,28.7,156,367,0.425,66,168,0.393,121,136,0.89,499,16.6,13,51,64,2.1,49,90,77,33,1,3.0,1.1,1.7,0.4333333333333333,0.0333333333333333,2.566666666666667,0.5149863760217984,0.4577656675749318,1.1688311688311688,0.3705722070844686,0.5845281604348234,0.5858604651162791,23.209302325581397,2.9767441860465116,4.186046511627907,1.5348837209302326,0.0465116279069767,3.581395348837209,-1.0947245535636416,2.254240312975753,1.1635832921276956,-2.1319917542198574
1,"Šarenac, Marko",Barry,Sunshine,F,82,Jr.,29,28,822,28.3,155,298,0.52,28,85,0.329,74,98,0.755,412,14.2,85,243,328,11.3,50,31,51,19,24,1.0689655172413792,0.6551724137931034,8.379310344827585,2.931034482758621,0.8275862068965517,1.7586206896551724,0.5671140939597316,0.285234899328859,0.6078431372549019,0.3288590604026846,0.6038930581613509,0.4770316301703163,20.04866180048662,15.961070559610706,1.5085158150851583,0.924574209245742,1.167883211678832,2.4817518248175183,4.642702552408674,-0.10134986641082001,1.702542258063918,1.1158320472734942
2,"Warren, Tarrance",Barry,Sunshine,G,74,Jr.,29,5,672,23.2,136,310,0.439,50,157,0.318,68,90,0.756,390,13.4,30,40,70,2.4,55,32,36,29,5,1.103448275862069,1.0,1.3793103448275863,1.0344827586206895,0.1724137931034483,1.2413793103448276,0.5193548387096775,0.5064516129032258,0.8888888888888888,0.2903225806451613,0.5577803203661327,0.5738095238095239,23.214285714285715,4.166666666666667,1.9047619047619049,1.7261904761904765,0.2976190476190476,2.142857142857143,-0.3626214633525658,0.0014865059604232322,1.1933684729602452,-1.1660526438320789
3,"Stanley, Malik",Barry,Sunshine,G,72,Sr.,27,1,582,21.6,82,193,0.425,49,127,0.386,67,73,0.918,280,10.4,3,45,48,1.8,46,56,47,19,5,2.074074074074074,0.7037037037037037,1.6666666666666667,0.1111111111111111,0.1851851851851851,1.7407407407407407,0.5518134715025906,0.6580310880829016,1.1914893617021276,0.3782383419689119,0.6218905472636815,0.4675601374570446,19.243986254295532,3.2989690721649483,3.848797250859106,1.3058419243986257,0.3436426116838488,3.2302405498281788,-1.1970755838336415,1.1233631410894163,1.2881459955140449,-1.6658925896760195
5,"Van Eyck, Ryan",Barry,Sunshine,G,78,So.,26,11,584,22.5,63,130,0.485,11,35,0.314,47,88,0.534,184,7.1,17,79,96,3.7,55,84,61,20,11,3.230769230769231,0.7692307692307693,3.0384615384615383,0.6538461538461539,0.4230769230769231,2.3461538461538463,0.5269230769230769,0.2692307692307692,1.3770491803278688,0.676923076923077,0.5452821242294926,0.3933561643835616,12.602739726027396,6.575342465753424,5.7534246575342465,1.36986301369863,0.7534246575342465,4.178082191780822,0.6772770262849664,2.6744606747966437,-1.4483159595842483,-0.5073933561063473
6,"Tesch, Gui",Barry,Sunshine,F,81,So.,11,1,206,18.7,23,55,0.418,8,31,0.258,21,33,0.636,75,6.8,11,32,43,3.9,36,4,7,10,2,0.3636363636363636,0.9090909090909092,2.909090909090909,1.0,0.1818181818181818,0.6363636363636364,0.4909090909090909,0.5636363636363636,0.5714285714285714,0.6,0.5394131185270427,0.3714563106796116,14.563106796116504,8.349514563106796,0.7766990291262135,1.941747572815534,0.3883495145631067,1.3592233009708736,0.8065237692547512,-1.035383684719466,-0.10611760169712635,-0.06292147453955871
7,"Silva, Breno",Barry,Sunshine,F,80,Jr.,29,9,384,13.2,49,119,0.412,39,103,0.379,22,29,0.759,159,5.5,10,52,62,2.1,39,9,7,12,4,0.3103448275862069,0.4137931034482758,1.793103448275862,0.3448275862068966,0.1379310344827586,0.2413793103448276,0.5756302521008403,0.865546218487395,1.2857142857142858,0.2436974789915966,0.6033697632058288,0.3613541666666666,16.5625,6.458333333333334,0.9375,1.25,0.4166666666666666,0.7291666666666667,-1.2152375584258925,-2.2879957006923775,1.8968191873158233,0.2907525006488266
8,"Benitez, Jose",Barry,Sunshine,G,73,Sr.,21,16,368,17.5,46,106,0.434,5,29,0.172,17,25,0.68,114,5.4,9,33,42,2.0,32,63,40,18,1,3.0,0.8571428571428571,1.5714285714285714,0.4285714285714285,0.0476190476190476,1.9047619047619049,0.4575471698113207,0.2735849056603773,1.575,0.2358490566037736,0.4871794871794871,0.4266304347826087,12.391304347826086,4.565217391304348,6.847826086956522,1.9565217391304348,0.108695652173913,4.3478260869565215,-1.9199632893730159,3.0795742133445083,-1.618357119167139,-0.7006004681526314
9,"Perovic, Novak",Barry,Sunshine,F,79,Sr.,30,30,752,25.1,56,103,0.544,3,18,0.167,28,40,0.7,143,4.8,53,102,155,5.2,78,91,44,24,12,3.033333333333333,0.8,3.4,1.7666666666666666,0.4,1.4666666666666666,0.558252427184466,0.174757281553398,2.0681818181818183,0.3883495145631068,0.5928689883913765,0.2188829787234042,7.606382978723404,8.24468085106383,4.840425531914894,1.276595744680851,0.6382978723404255,2.3404255319148937,0.5783875274268496,1.148178780824936,-0.6864678871947977,2.258418951547177
10,"Bradley III, Michael",Barry,Sunshine,G,75,Jr.,26,15,447,17.2,33,101,0.327,27,85,0.318,18,22,0.818,111,4.3,15,40,55,2.1,51,20,11,28,6,0.7692307692307693,1.0769230769230769,1.5384615384615383,0.5769230769230769,0.2307692307692307,0.4230769230769231,0.4603960396039604,0.8415841584158416,1.818181818181818,0.2178217821782178,0.5014456089627756,0.2722147651006711,9.93288590604027,4.921700223713646,1.789709172259508,2.505592841163311,0.5369127516778524,0.9843400447427292,-2.6140214769265335,-0.9334233583509975,-0.01322065870241592,1.4292323924652257
11,"Elkamel, Sami",Barry,Sunshine,F,80,Jr.,23,0,248,10.8,31,49,0.633,0,0,0.0,17,32,0.531,79,3.4,27,40,67,2.9,28,6,19,6,24,0.2608695652173913,0.2608695652173913,1.7391304347826086,1.173913043478261,1.0434782608695652,0.8260869565217391,0.6326530612244898,0.0,0.3157894736842105,0.6530612244897959,0.6261889663918834,0.3309677419354838,12.741935483870968,10.806451612903224,0.967741935483871,0.967741935483871,3.870967741935484,3.064516129032258,4.092134012367453,-1.25022904248949,-1.8744310259441237,-0.417705855402932
14,"Llompart, Miquel",Eckerd,Sunshine,G,76,So.,27,27,881,32.6,135,349,0.387,77,201,0.383,61,84,0.726,408,15.1,23,93,116,4.3,35,52,31,22,11,1.9259259259259256,0.8148148148148148,3.4444444444444446,0.8518518518518519,0.4074074074074074,1.148148148148148,0.497134670487106,0.5759312320916905,1.6774193548387095,0.2406876790830945,0.52855218157322,0.4732803632236095,18.524404086265605,5.266742338251986,2.3609534619750283,0.9988649262202044,0.4994324631101021,1.4074914869466515,-0.6561552066859364,-0.577318893035523,1.3303462733794673,0.7033311318806378
15,"Triestman, Wyatt",Eckerd,Sunshine,F,78,Jr.,25,23,748,29.9,127,308,0.412,67,183,0.366,57,71,0.803,378,15.1,48,111,159,6.4,62,55,53,26,13,2.2,1.04,4.44,1.92,0.52,2.12,0.5211038961038961,0.5941558441558441,1.0377358490566038,0.2305194805194805,0.5571276972055182,0.5243850267379679,20.21390374331551,8.502673796791443,2.9411764705882355,1.390374331550802,0.6951871657754011,2.8342245989304815,1.1145201286597997,0.4020631527926765,1.273423079084603,0.07496847587527838
16,"Baker, Koa",Eckerd,Sunshine,G,77,Sr.,25,23,639,25.6,84,187,0.449,10,36,0.278,105,129,0.814,283,11.3,49,91,140,5.6,54,74,47,14,6,2.96,0.56,3.64,1.96,0.24,1.88,0.4759358288770053,0.1925133689839572,1.574468085106383,0.6898395721925134,0.5804890055792583,0.4550234741784037,17.715179968701097,8.763693270735525,4.632237871674492,0.8763693270735524,0.3755868544600939,2.942097026604069,1.8039767955508523,2.1267407255138777,0.10991405236123294,0.40532825739476097
17,"Davis, Jacob",Eckerd,Sunshine,F,79,Fr.,27,21,510,18.9,124,202,0.614,6,19,0.316,22,37,0.595,276,10.2,51,85,136,5.0,33,9,17,4,13,0.3333333333333333,0.1481481481481481,3.1481481481481484,1.8888888888888888,0.4814814814814814,0.6296296296296297,0.6287128712871287,0.094059405940594,0.5294117647058824,0.1831683168316831,0.6322155030236394,0.4613333333333333,21.64705882352941,10.666666666666666,0.7058823529411764,0.3137254901960784,1.0196078431372548,1.3333333333333333,2.4832483488182366,-1.952020245329708,1.6027145240582907,-0.09592601855736746
18,"Taiwo, Tim",Eckerd,Sunshine,G,75,Jr.,27,8,596,22.1,83,197,0.421,15,46,0.326,47,76,0.618,228,8.4,20,90,110,4.1,74,53,59,30,14,1.962962962962963,1.1111111111111112,3.3333333333333335,0.7407407407407407,0.5185185185185185,2.185185185185185,0.4593908629441624,0.233502538071066,0.8983050847457628,0.3857868020304568,0.494705780246485,0.4856375838926174,15.302013422818792,7.38255033557047,3.557046979865772,2.013422818791946,0.9395973154362416,3.959731543624161,0.5060218416953163,1.7177417699937818,-1.3230597679195384,-0.9694439771263623
19,"Walton, Caden",Eckerd,Sunshine,F,77,Fr.,19,1,256,13.5,51,86,0.593,3,15,0.2,25,40,0.625,130,6.8,29,42,71,3.7,39,7,26,10,2,0.3684210526315789,0.5263157894736842,2.210526315789474,1.5263157894736843,0.1052631578947368,1.368421052631579,0.6104651162790697,0.1744186046511628,0.2692307692307692,0.4651162790697674,0.6274131274131275,0.50625,20.3125,11.09375,1.09375,1.5625,0.3125,4.0625,2.179976307076723,0.7004945154964973,0.13669230716126646,-2.3672455009650735
20,"Thompson, Timothy",Eckerd,Sunshine,F,80,Sr.,27,6,479,17.7,58,97,0.598,0,0,0.0,31,68,0.456,147,5.4,65,80,145,5.4,69,10,28,10,27,0.3703703703703703,0.3703703703703703,2.962962962962963,2.407407407407407,1.0,1.037037037037037,0.5979381443298969,0.0,0.3571428571428571,0.7010309278350515,0.5791049479987394,0.3234237995824635,12.275574112734864,12.10855949895616,0.8350730688935282,0.8350730688935282,2.2546972860125263,2.338204592901879,4.161420832176286,-1.0116660547986782,-1.5737291557514783,0.32644569287771885
21,"Cortijo, Carlos",Eckerd,Sunshine,G,72,Jr.,25,9,395,15.8,38,102,0.373,11,40,0.275,33,39,0.846,120,4.8,11,29,40,1.6,40,61,42,13,1,2.44,0.52,1.16,0.44,0.04,1.68,0.4264705882352941,0.392156862745098,1.4523809523809523,0.3823529411764705,0.5035246727089627,0.408,12.151898734177216,4.050632911392405,6.177215189873417,1.3164556962025318,0.1012658227848101,4.253164556962025,-1.794416925501029,2.4906029648727492,-1.4045978777038748,-1.1958533061206584
22,"Patterson, Brady",Eckerd,Sunshine,G,72,So.,25,11,440,17.6,32,87,0.368,16,48,0.333,12,17,0.706,92,3.7,9,25,34,1.4,55,52,29,14,1,2.08,0.56,1.0,0.36,0.04,1.16,0.4597701149425287,0.5517241379310345,1.793103448275862,0.1954022988505747,0.4868755292125317,0.2806363636363636,8.363636363636363,3.090909090909091,4.7272727272727275,1.2727272727272725,0.0909090909090909,2.636363636363636,-2.990072322616676,0.583862045815607,-1.008893669442424,0.18162150076305342
23,"Bouchard, Dante",Eckerd,Sunshine,G,71,Sr.,15,6,220,14.7,9,39,0.231,7,28,0.25,5,7,0.714,30,2.0,3,19,22,1.5,20,26,20,8,0,1.7333333333333334,0.5333333333333333,1.2666666666666666,0.2,0.0,1.3333333333333333,0.3205128205128205,0.717948717948718,1.3,0.1794871794871795,0.3564638783269962,0.2821818181818182,5.454545454545454,4.0,4.7272727272727275,1.4545454545454546,0.0,3.6363636363636367,-3.7023791712227547,0.6826924320628321,-2.597452195801195,-0.7929873857880165
30,"Berry, Jared",Embry-Riddle,Sunshine,G,70,So.,28,28,918,32.8,197,429,0.459,53,133,0.398,122,141,0.865,569,20.3,23,114,137,4.9,64,140,106,39,2,5.0,1.3928571428571428,4.071428571428571,0.8214285714285714,0.0714285714285714,3.7857142857142856,0.5209790209790209,0.31002331002331,1.320754716981132,0.3286713286713286,0.5793825350276963,0.6503703703703704,24.79302832244009,5.969498910675382,6.1002178649237475,1.6993464052287583,0.0871459694989106,4.618736383442266,0.04933214742316453,4.011624919558194,1.1858610820114248,-1.6923361299458899
31,"Barr, Dawson",Embry-Riddle,Sunshine,G,76,Fr.,27,25,741,27.4,133,290,0.459,71,162,0.438,25,36,0.694,362,13.4,29,98,127,4.7,53,31,45,27,8,1.148148148148148,1.0,3.6296296296296298,1.0740740740740742,0.2962962962962963,1.6666666666666667,0.5810344827586207,0.5586206896551724,0.6888888888888889,0.1241379310344827,0.5918127125294272,0.473468286099865,19.541160593792178,6.855600539811066,1.6734143049932524,1.45748987854251,0.4318488529014844,2.42914979757085,0.27048355610992025,-0.5476480565931268,1.5633935910225436,-0.7666688785585634
32,"Klinger, Jack",Embry-Riddle,Sunshine,C,81,So.,28,27,838,29.9,148,210,0.705,0,1,0.0,66,93,0.71,362,12.9,65,102,167,6.0,68,28,44,14,29,1.0,0.5,3.642857142857143,2.3214285714285716,1.0357142857142858,1.5714285714285714,0.7047619047619048,0.0047619047619047,0.6363636363636364,0.4428571428571428,0.7213454487486051,0.3519331742243436,17.27923627684964,7.971360381861575,1.3365155131264916,0.6682577565632458,1.3842482100238662,2.100238663484487,3.981441068211234,-0.8034423622279915,1.0800545969666995,0.3878705138280142
33,"Montanari, Evan",Embry-Riddle,Sunshine,G,74,Fr.,26,2,559,21.5,76,207,0.367,52,149,0.349,16,21,0.762,220,8.5,5,46,51,2.0,40,52,27,17,1,2.0,0.6538461538461539,1.7692307692307692,0.1923076923076923,0.0384615384615384,1.0384615384615383,0.4927536231884058,0.7198067632850241,1.9259259259259256,0.1014492753623188,0.5086940436551979,0.435134168157424,15.742397137745977,3.6493738819320214,3.720930232558139,1.2164579606440071,0.071556350626118,1.9320214669051876,-2.8360680725465794,-0.10770945506073333,0.8650595102615634,0.24052057400551302
34,"Moore, Braeden",Embry-Riddle,Sunshine,F,80,Jr.,28,1,530,18.9,65,171,0.38,53,133,0.398,8,9,0.889,191,6.8,18,71,89,3.2,23,20,16,9,2,0.7142857142857143,0.3214285714285714,2.5357142857142856,0.6428571428571429,0.0714285714285714,0.5714285714285714,0.5350877192982456,0.7777777777777778,1.25,0.0526315789473684,0.5458390489254686,0.3603018867924528,14.41509433962264,6.716981132075471,1.5094339622641508,0.6792452830188679,0.1509433962264151,1.2075471698113207,-1.3938127854819518,-2.407216336807857,1.3429711924865901,0.3527057838724032
35,"Lewis, Logan",Embry-Riddle,Sunshine,G/F,76,Jr.,28,28,551,19.7,67,144,0.465,8,33,0.242,43,57,0.754,185,6.6,36,79,115,4.1,62,51,38,21,4,1.8214285714285712,0.75,2.8214285714285716,1.2857142857142858,0.1428571428571428,1.3571428571428572,0.4930555555555556,0.2291666666666666,1.3421052631578947,0.3958333333333333,0.547078306127277,0.3758257713248639,13.430127041742285,8.348457350272232,3.702359346642468,1.5245009074410163,0.2903811252268602,2.7586206896551726,0.22768805970479492,1.120712535444838,-0.549586977011125,0.22782998627418377
36,"Pierre, Clarens",Embry-Riddle,Sunshine,F,80,Sr.,27,27,632,23.4,66,111,0.595,2,9,0.222,37,59,0.627,171,6.3,52,106,158,5.9,75,27,38,20,40,1.0,0.7407407407407407,3.925925925925926,1.9259259259259256,1.4814814814814814,1.4074074074074074,0.6036036036036037,0.081081081081081,0.7105263157894737,0.5315315315315315,0.624269859813084,0.2768354430379747,10.82278481012658,10.0,1.7088607594936709,1.2658227848101269,2.5316455696202533,2.4050632911392404,3.601944475660472,-0.6005312762399347,-0.9513149243439224,1.0285055797358196
37,"Harwood, Landen",Embry-Riddle,Sunshine,G,74,Fr.,28,0,411,14.7,61,124,0.492,5,24,0.208,35,46,0.761,162,5.8,27,54,81,2.9,45,23,21,18,9,0.8214285714285714,0.6428571428571429,1.9285714285714288,0.9642857142857144,0.3214285714285714,0.75,0.5120967741935484,0.1935483870967742,1.0952380952380951,0.3709677419354839,0.5615640599001663,0.4020437956204379,15.766423357664234,7.883211678832117,2.238442822384428,1.7518248175182485,0.8759124087591241,2.0437956204379564,0.24702037844627153,0.1794127038045943,-0.27009174195611807,-0.060149662342397575
38,"Torres, Chalier",Embry-Riddle,Sunshine,G,76,R.,19,0,235,12.4,33,91,0.363,16,47,0.34,29,33,0.879,111,5.8,2,29,31,1.6,30,24,22,13,1,1.263157894736842,0.6842105263157895,1.5263157894736843,0.1052631578947368,0.0526315789473684,1.1578947368421053,0.4505494505494505,0.5164835164835165,1.0909090909090908,0.3626373626373626,0.5259666413949963,0.5426382978723404,18.893617021276597,5.276595744680851,4.085106382978723,2.212765957446808,0.1702127659574468,3.74468085106383,-1.1624175776790069,1.7550702927446222,-0.2368043874234835,-1.6612504231948093
44,"Miller, Amare",Florida Southern,Sunshine,F,77,Sr.,31,31,867,28.0,213,387,0.55,13,60,0.217,70,101,0.693,509,16.4,94,181,275,8.9,79,35,39,29,45,1.1290322580645162,0.935483870967742,5.838709677419355,3.032258064516129,1.4516129032258065,1.2580645161290325,0.5671834625322998,0.1550387596899224,0.8974358974358975,0.2609819121447028,0.5898850361579826,0.5426066897347174,23.483275663206456,12.687427912341407,1.6147635524798154,1.3379469434832756,2.0761245674740483,1.799307958477509,3.966264099923346,-0.0978513964253279,1.51440804296488,1.4155394122105498
45,"Corso, Brady",Florida Southern,Sunshine,G,73,So.,33,30,923,28.0,145,340,0.426,91,237,0.384,92,111,0.829,473,14.3,36,96,132,4.0,60,58,45,35,8,1.7575757575757576,1.0606060606060606,2.909090909090909,1.0909090909090908,0.2424242424242424,1.3636363636363635,0.5602941176470588,0.6970588235294117,1.288888888888889,0.3264705882352941,0.6082193190001028,0.470032502708559,20.49837486457205,5.7204767063921995,2.5135427952329357,1.516793066088841,0.3466955579631636,1.9501625135427951,-0.4282758033893421,0.26570414853644986,2.0277935990571336,-0.2457633254512935
46,"Tremble, Jasir",Florida Southern,Sunshine,G,70,Sr.,32,19,815,25.5,129,299,0.431,62,148,0.419,42,50,0.84,362,11.3,19,46,65,2.0,50,125,67,45,5,3.90625,1.40625,1.4375,0.59375,0.15625,2.09375,0.5351170568561873,0.4949832775919732,1.8656716417910448,0.1672240802675585,0.5638629283489096,0.4760736196319018,17.766871165644172,3.1901840490797544,6.134969325153374,2.208588957055215,0.2453987730061349,3.2883435582822083,-2.2515596389156007,2.7249437045764164,0.5263185212364788,-0.23061829712831763
47,"Dalton, Charlie",Florida Southern,Sunshine,F,79,Jr.,30,29,864,28.8,119,262,0.454,18,69,0.261,81,109,0.743,337,11.2,51,125,176,5.9,75,100,52,42,14,3.3333333333333335,1.4,4.166666666666667,1.7,0.4666666666666667,1.7333333333333334,0.4885496183206106,0.2633587786259542,1.9230769230769231,0.416030534351145,0.5436185314234095,0.4189351851851852,15.601851851851851,8.148148148148147,4.62962962962963,1.9444444444444444,0.6481481481481481,2.407407407407407,0.85389362421096,1.863853234430931,-0.030822565077594913,1.734751510263217
48,"Ramadan, Ameer",Florida Southern,Sunshine,G,72,So.,29,22,725,25.0,100,248,0.403,49,135,0.363,50,62,0.806,299,10.3,31,68,99,3.4,60,106,52,36,2,3.655172413793104,1.2413793103448276,2.3448275862068964,1.0689655172413792,0.0689655172413793,1.793103448275862,0.5020161290322581,0.5443548387096774,2.0384615384615383,0.25,0.5430834059866319,0.4514206896551724,16.49655172413793,5.462068965517242,5.848275862068966,1.986206896551724,0.1103448275862069,2.8689655172413793,-1.7674055472665593,2.443572722983578,0.5247983870842503,0.5755380349279798
49,"Ross, Khalil",Florida Southern,Sunshine,F,79,Jr.,33,5,663,20.1,112,231,0.485,19,68,0.279,55,81,0.679,298,9.0,49,88,137,4.2,56,37,39,32,21,1.121212121212121,0.9696969696969696,2.6666666666666665,1.4848484848484849,0.6363636363636364,1.181818181818182,0.525974025974026,0.2943722943722944,0.9487179487179488,0.3506493506493506,0.5588058805880588,0.4609954751131221,17.978883861236802,8.265460030165912,2.2322775263951735,1.9306184012066363,1.2669683257918551,2.3529411764705883,1.364443563629611,0.0630262496136642,-0.058251735562100795,0.19798765737935975
50,"Walsh, Elijah",Florida Southern,Sunshine,G,77,Sr.,33,25,746,22.6,102,229,0.445,44,128,0.344,43,63,0.683,291,8.8,26,101,127,3.8,84,72,60,38,10,2.1818181818181817,1.1515151515151516,3.060606060606061,0.7878787878787878,0.303030303030303,1.818181818181818,0.5414847161572053,0.5589519650655022,1.2,0.2751091703056768,0.566765347460268,0.4245576407506702,15.603217158176944,6.809651474530831,3.86058981233244,2.037533512064343,0.5361930294906166,3.2171581769436997,-0.36292522380269465,1.1388537537733623,0.26195767993281543,-0.29868442232137105
51,"Schomers, Spencer",Florida Southern,Sunshine,G,77,Gr.,31,1,552,17.8,73,136,0.537,26,75,0.347,10,14,0.714,182,5.9,31,56,87,2.8,42,18,17,11,24,0.5806451612903226,0.3548387096774194,1.8064516129032255,1.0,0.7741935483870968,0.5483870967741935,0.6323529411764706,0.5514705882352942,1.0588235294117647,0.1029411764705882,0.6401238041643219,0.2883333333333333,13.18840579710145,6.304347826086957,1.3043478260869563,0.7971014492753623,1.7391304347826086,1.2318840579710146,0.09494088392117912,-2.471933338765179,1.104712440027535,0.6583010101028958
58,"Sowell, Ca'Darrius",Florida Tech,Sunshine,G,73,So.,28,26,809,28.9,135,292,0.462,33,99,0.333,89,130,0.685,392,14.0,19,120,139,5.0,72,95,83,23,12,3.392857142857143,0.8214285714285714,4.285714285714286,0.6785714285714286,0.4285714285714285,2.9642857142857144,0.5188356164383562,0.339041095890411,1.144578313253012,0.4452054794520548,0.561282932416953,0.534239802224969,19.38195302843016,6.872682323856613,4.697156983930778,1.1372064276885043,0.5933250927070457,4.1038318912237335,0.6085407531380704,2.3939242967794128,0.34585430284169044,-1.2848828987455496
59,"Harpring, Ty",Florida Tech,Sunshine,G,75,Fr.,28,25,704,25.1,111,244,0.455,77,184,0.418,28,35,0.8,327,11.7,20,48,68,2.4,39,24,38,10,1,0.8571428571428571,0.3571428571428571,1.7142857142857142,0.7142857142857143,0.0357142857142857,1.3571428571428572,0.6127049180327869,0.7540983606557377,0.631578947368421,0.1434426229508196,0.6303006939090209,0.4224431818181818,18.579545454545453,3.8636363636363633,1.3636363636363635,0.5681818181818181,0.0568181818181818,2.159090909090909,-0.8312134969900347,-1.6643258124908873,2.0602557431342032,-1.5734819856385662
60,"Williams, Greyson",Florida Tech,Sunshine,G,68,Fr.,24,19,625,26.0,87,196,0.444,28,74,0.378,59,78,0.756,261,10.9,22,53,75,3.1,52,101,73,45,3,4.208333333333333,1.875,2.2083333333333335,0.9166666666666666,0.125,3.0416666666666665,0.5153061224489796,0.3775510204081632,1.3835616438356164,0.3979591836734694,0.5666029871483154,0.4853119999999999,16.704,4.8,6.4639999999999995,2.88,0.1919999999999999,4.672,-1.0878584245624396,4.465480100523649,-0.4855049660162938,-1.1714132696797945
61,"Ford-Belton, Xavier",Florida Tech,Sunshine,G,78,Sr.,28,28,708,25.3,95,222,0.428,12,41,0.293,62,101,0.614,264,9.4,66,123,189,6.8,85,55,53,33,28,1.9642857142857144,1.1785714285714286,4.392857142857143,2.357142857142857,1.0,1.8928571428571428,0.4549549549549549,0.1846846846846846,1.0377358490566038,0.4549549549549549,0.4954211079417505,0.4511864406779661,14.915254237288137,10.677966101694915,3.1073446327683616,1.8644067796610169,1.5819209039548023,2.994350282485876,2.4368249311011168,1.104007305341792,-1.200980789764632,0.9483867365973065
62,"Van Bibber, Noah",Florida Tech,Sunshine,G,77,Jr.,21,8,402,19.1,68,190,0.358,48,144,0.333,12,20,0.6,196,9.3,11,50,61,2.9,25,21,20,4,3,1.0,0.1904761904761904,2.380952380952381,0.5238095238095238,0.1428571428571428,0.9523809523809524,0.4842105263157895,0.7578947368421053,1.05,0.1052631578947368,0.4929577464788732,0.5442786069651742,19.502487562189053,6.069651741293533,2.08955223880597,0.3980099502487562,0.2985074626865671,1.9900497512437811,-1.338852382776495,-1.6152962946078095,1.2091594312351117,-0.8538597780570222
63,"Nitcher, Brewer",Florida Tech,Sunshine,F,78,Fr.,24,0,496,20.7,47,105,0.448,25,68,0.368,16,29,0.552,135,5.6,26,53,79,3.3,21,20,17,13,13,0.8333333333333334,0.5416666666666666,2.2083333333333335,1.0833333333333333,0.5416666666666666,0.7083333333333334,0.5666666666666667,0.6476190476190476,1.1764705882352942,0.2761904761904762,0.5731997282608695,0.2716935483870967,10.887096774193548,6.370967741935484,1.6129032258064515,1.0483870967741935,1.0483870967741935,1.3709677419354838,-0.3095799092425504,-1.8370998559215457,0.3159399989554326,0.7853776714513463
64,"Daulerio, Matt",Florida Tech,Sunshine,F,80,Gr.,27,6,355,13.1,54,115,0.47,24,64,0.375,14,17,0.824,146,5.4,30,53,83,3.1,40,27,25,3,8,1.0,0.1111111111111111,1.962962962962963,1.1111111111111112,0.2962962962962963,0.925925925925926,0.5739130434782609,0.5565217391304348,1.08,0.1478260869565217,0.5960156760287394,0.4154366197183099,16.450704225352112,9.352112676056338,3.0422535211267605,0.3380281690140845,0.9014084507042254,2.8169014084507045,0.16087720116538223,-1.05878232202862,0.8382043070443793,-0.47465809297599043
65,"Lieuwen, AJ",Florida Tech,Sunshine,G,71,Jr.,25,4,322,12.9,44,91,0.484,29,69,0.42,12,16,0.75,129,5.2,7,21,28,1.1,31,24,23,8,1,0.96,0.32,0.84,0.28,0.04,0.92,0.6428571428571429,0.7582417582417582,1.0434782608695652,0.1758241758241758,0.6578947368421052,0.3759006211180124,16.024844720496894,3.4782608695652173,2.9813664596273295,0.9937888198757764,0.124223602484472,2.8571428571428568,-1.9136452548410052,-0.2050283297174495,1.652153244571401,-1.6529230561444443
67,"White III, Sterling",Florida Tech,Sunshine,G,73,Gr.,20,4,355,17.8,27,55,0.491,15,36,0.417,9,14,0.643,78,3.9,21,31,52,2.6,23,43,21,12,2,2.15,0.6,1.55,1.05,0.1,1.05,0.6272727272727273,0.6545454545454545,2.047619047619047,0.2545454545454545,0.6376716808371485,0.2314366197183098,8.788732394366198,5.859154929577465,4.845070422535212,1.352112676056338,0.2253521126760563,2.3661971830985915,-1.915821647441878,0.8233563034834389,0.6368822526579496,1.0409850510213885
68,"Lovette, Grant",Florida Tech,Sunshine,G,74,Jr.,27,15,440,16.3,32,76,0.421,19,51,0.373,12,16,0.75,95,3.5,27,55,82,3.0,41,25,15,24,2,0.925925925925926,0.8888888888888888,2.037037037037037,1.0,0.074074074074074,0.5555555555555556,0.5460526315789473,0.6710526315789473,1.6666666666666667,0.2105263157894736,0.5720134874759152,0.2228181818181818,8.636363636363637,7.454545454545455,2.2727272727272725,2.1818181818181817,0.1818181818181818,1.3636363636363635,-1.877662563797217,-0.4518421264948738,0.28148913453121965,1.2919611584220592
73,"Polk, Max",Lynn,Sunshine,G,74,Sr.,28,28,725,25.9,151,375,0.403,68,216,0.315,62,87,0.713,432,15.4,17,52,69,2.5,39,51,43,28,2,1.8214285714285712,1.0,1.8571428571428572,0.6071428571428571,0.0714285714285714,1.5357142857142858,0.4933333333333333,0.576,1.186046511627907,0.232,0.5226480836236934,0.629351724137931,23.834482758620688,3.8068965517241375,2.813793103448276,1.5448275862068963,0.1103448275862069,2.372413793103449,-1.1285451500743566,0.40912178856758297,1.2956082741935495,-1.1498040210831015
